Sales ID,Order Date,Product ID,Customer ID,Store ID,Quantity,Sales Amount,Discount,Net Sales,Cost,Profit,Payment Mode
SAL0005244,1/12/2022,PROD00131,CUST02588,STR010,9,23209.47,4177.7,19031.77,15035.09,3996.670734,UPI
SAL0008241,1/12/2022,PROD00130,CUST01422,STR006,4,36190.8,5428.62,30762.18,27685.96,3076.218,Cash
SAL0009607,1/12/2022,PROD00124,CUST02943,STR017,6,52514.88,9977.83,42537.05,37007.24,5529.816864,UPI
SAL0009754,1/12/2022,PROD00134,CUST00176,STR043,5,49583.65,5454.2,44129.45,35303.56,8825.8897,UPI
SAL0000799,1/13/2022,PROD00110,CUST00488,STR046,4,41068.32,6981.61,34086.71,27610.23,6476.474064,Card
SAL0001196,1/13/2022,PROD00039,CUST01375,STR049,1,24865.23,3232.48,21632.75,19685.8,1946.947509,UPI
SAL0002841,1/13/2022,PROD00138,CUST01718,STR018,3,33990.6,3059.15,30931.45,23198.58,7732.8615,Card
SAL0005082,1/13/2022,PROD00002,CUST02750,STR007,3,553.11,99.56,453.55,403.66,49.890522,Cash
SAL0001044,1/14/2022,PROD00019,CUST00324,STR001,1,1750.81,420.19,1330.62,1184.25,146.367716,Wallet
SAL0002034,1/14/2022,PROD00172,CUST00990,STR018,3,24296.16,6074.04,18222.12,13302.15,4919.9724,UPI
SAL0001718,1/15/2022,PROD00079,CUST00229,STR005,7,2259.18,248.51,2010.67,1447.68,562.987656,UPI
SAL0003664,1/15/2022,PROD00082,CUST00315,STR016,3,4629.57,787.03,3842.54,3458.29,384.25431,Card
SAL0004491,1/15/2022,PROD00154,CUST01772,STR006,4,83262.68,13322.03,69940.65,48259.05,21681.60187,Cash
SAL0006629,1/15/2022,PROD00105,CUST02794,STR041,10,203287,20328.7,182958.3,148196.22,34762.077,Cash
SAL0009807,1/15/2022,PROD00015,CUST00393,STR049,7,3355.24,436.18,2919.06,2393.63,525.430584,Wallet
SAL0002905,1/16/2022,PROD00101,CUST00605,STR007,3,42734.01,10256.16,32477.85,21760.16,10717.68971,Card
SAL0003532,1/16/2022,PROD00045,CUST02200,STR025,3,34572.24,6568.73,28003.51,25483.2,2520.316296,UPI
SAL0004580,1/16/2022,PROD00102,CUST02209,STR040,5,81167.85,11363.5,69804.35,65616.09,4188.26106,Card
SAL0007721,1/16/2022,PROD00145,CUST00401,STR047,8,7747.68,697.29,7050.39,5710.81,1339.573872,UPI
SAL0009206,1/16/2022,PROD00126,CUST02461,STR050,4,21086.08,5271.52,15814.56,14074.96,1739.6016,UPI
SAL0000816,1/17/2022,PROD00106,CUST01885,STR002,8,166997.6,25049.64,141947.96,129172.64,12775.3164,Cash
SAL0005988,1/17/2022,PROD00139,CUST01697,STR013,2,5462.98,546.3,4916.68,3245.01,1671.67188,UPI
SAL0007012,1/17/2022,PROD00060,CUST00632,STR020,1,36782.97,8460.08,28322.89,22658.31,5664.57738,Cash
SAL0007365,1/17/2022,PROD00136,CUST00399,STR039,4,24480.64,5385.74,19094.9,12984.53,6110.367744,UPI
SAL0007752,1/17/2022,PROD00053,CUST00293,STR010,3,105796.17,11637.58,94158.59,74385.29,19773.30417,Card
SAL0008049,1/17/2022,PROD00128,CUST00111,STR013,3,19346.7,3675.87,15670.83,10186.04,5484.78945,UPI
SAL0008798,1/17/2022,PROD00062,CUST00438,STR016,1,10286.73,2365.95,7920.78,7128.7,792.07821,Cash
SAL0001539,1/18/2022,PROD00131,CUST01363,STR029,10,25788.3,5931.31,19856.99,17672.72,2184.26901,Card
SAL0001917,1/18/2022,PROD00114,CUST00265,STR011,10,183754.5,45938.63,137815.88,97849.27,39966.60375,UPI
SAL0002139,1/18/2022,PROD00076,CUST02141,STR045,9,12346.92,1358.16,10988.76,8021.79,2966.964876,UPI
SAL0002192,1/18/2022,PROD00040,CUST02519,STR019,9,55674.72,5010.72,50664,44077.68,6586.319376,UPI
SAL0002784,1/18/2022,PROD00107,CUST00863,STR009,10,164511.5,34547.42,129964.09,116967.68,12996.4085,UPI
SAL0003764,1/18/2022,PROD00068,CUST00441,STR024,1,71721.2,10040.97,61680.23,49344.19,12336.0464,Card
SAL0004228,1/18/2022,PROD00116,CUST00618,STR039,1,1982.64,257.74,1724.9,1172.93,551.966976,UPI
SAL0005152,1/18/2022,PROD00048,CUST01207,STR005,6,386868,61898.88,324969.12,272974.06,51995.0592,Card
SAL0005707,1/18/2022,PROD00063,CUST00923,STR042,8,591556.72,124226.91,467329.81,341150.76,126179.0484,UPI
SAL0001712,1/19/2022,PROD00027,CUST00455,STR027,4,389789.24,27285.25,362503.99,275503.03,87000.95837,Card
SAL0002716,1/19/2022,PROD00131,CUST01588,STR028,3,7736.49,1624.66,6111.83,4950.58,1161.247149,Card
SAL0003700,1/19/2022,PROD00099,CUST00150,STR014,4,6622.28,1125.79,5496.49,4836.91,659.579088,Cash
SAL0004112,1/19/2022,PROD00164,CUST01455,STR048,1,5229.57,1255.1,3974.47,3338.56,635.915712,Cash
SAL0005538,1/19/2022,PROD00110,CUST00055,STR001,10,102670.8,17454.04,85216.76,59651.73,25565.0292,UPI
SAL0006182,1/19/2022,PROD00054,CUST00987,STR024,3,76133.88,15988.11,60145.77,55935.56,4210.203564,UPI
SAL0008646,1/19/2022,PROD00035,CUST02305,STR025,2,146199.44,30701.88,115497.56,94708,20789.56037,Card
SAL0001053,1/20/2022,PROD00007,CUST01652,STR026,2,651.64,52.13,599.51,497.59,101.916496,UPI
SAL0001422,1/20/2022,PROD00115,CUST01242,STR044,8,132938.24,30575.8,102362.44,87008.08,15354.36672,UPI
SAL0001855,1/20/2022,PROD00143,CUST02002,STR025,4,2778.16,500.07,2278.09,2164.19,113.90456,Cash
SAL0002891,1/20/2022,PROD00039,CUST01462,STR009,5,124326.15,24865.23,99460.92,77579.52,21881.4024,Card
SAL0003774,1/20/2022,PROD00155,CUST00857,STR040,5,21388.5,3208.28,18180.23,15453.19,2727.03375,UPI
SAL0004052,1/20/2022,PROD00028,CUST00890,STR031,8,318288.48,70023.47,248265.01,223438.51,24826.50144,Card
SAL0004249,1/20/2022,PROD00025,CUST02079,STR020,7,513057.44,87219.76,425837.68,383253.91,42583.76752,UPI
SAL0009044,1/20/2022,PROD00107,CUST00690,STR004,7,115158.05,26486.35,88671.7,74484.23,14187.47176,UPI
SAL0000762,1/21/2022,PROD00072,CUST00652,STR045,9,358466.04,57354.57,301111.47,249922.52,51188.95051,UPI
SAL0003270,1/21/2022,PROD00086,CUST00773,STR036,2,2632.54,500.18,2132.36,1919.12,213.23574,Wallet
SAL0006152,1/21/2022,PROD00129,CUST02471,STR048,1,8827.73,2030.38,6797.35,6389.51,407.841126,UPI
SAL0009513,1/21/2022,PROD00141,CUST00855,STR037,10,13885,2915.85,10969.15,7897.79,3071.362,UPI
SAL0004821,1/22/2022,PROD00165,CUST00940,STR029,8,110137.84,27534.46,82603.38,63604.6,18998.7774,Card
SAL0005137,1/22/2022,PROD00165,CUST01940,STR011,8,110137.84,23128.95,87008.89,69607.11,17401.77872,UPI
SAL0005454,1/22/2022,PROD00125,CUST01061,STR018,2,6351.52,1016.24,5335.28,4374.93,960.349824,Card
SAL0007123,1/22/2022,PROD00081,CUST02965,STR017,6,4630.86,833.55,3797.31,3531.49,265.811364,UPI
SAL0007614,1/22/2022,PROD00137,CUST02075,STR022,8,14253.12,997.72,13255.4,9809,3446.404416,Card
SAL0007998,1/22/2022,PROD00027,CUST02342,STR040,4,389789.24,93549.42,296239.82,275503.03,20736.78757,Wallet
SAL0008167,1/22/2022,PROD00019,CUST02954,STR025,3,5252.43,367.67,4884.76,3517.03,1367.732772,UPI
SAL0008342,1/22/2022,PROD00097,CUST00847,STR003,3,4246.74,764.41,3482.33,3273.39,208.939608,UPI
SAL0008965,1/22/2022,PROD00084,CUST01523,STR025,2,1995.9,498.98,1496.93,1167.6,329.3235,UPI
SAL0009942,1/22/2022,PROD00119,CUST01234,STR046,9,66233.43,5961.01,60272.42,53642.45,6629.966343,UPI
SAL0000583,1/23/2022,PROD00054,CUST01459,STR038,7,177645.72,26646.86,150998.86,132879,18119.86344,Wallet
SAL0004893,1/23/2022,PROD00123,CUST01754,STR039,4,12226.76,2078.55,10148.21,9640.8,507.41054,UPI
SAL0005085,1/23/2022,PROD00081,CUST01675,STR003,4,3087.24,277.85,2809.39,2584.64,224.751072,Cash
SAL0005220,1/23/2022,PROD00044,CUST00310,STR029,7,235804.45,40086.76,195717.69,133088.03,62629.66192,Card
SAL0006096,1/23/2022,PROD00040,CUST00286,STR049,9,55674.72,13361.93,42312.79,30042.08,12270.70829,Wallet
SAL0006770,1/23/2022,PROD00021,CUST02509,STR011,8,238772.8,47754.56,191018.24,150904.41,40113.8304,Wallet
SAL0007263,1/23/2022,PROD00055,CUST00557,STR023,2,23583.28,2829.99,20753.29,15149.9,5603.387328,Wallet
SAL0007821,1/23/2022,PROD00019,CUST00651,STR018,10,17508.1,2626.22,14881.89,11607.87,3274.0147,Cash
SAL0009127,1/23/2022,PROD00166,CUST02393,STR017,6,58211.7,8149.64,50062.06,35043.44,15018.6186,Wallet
SAL0009415,1/23/2022,PROD00145,CUST01183,STR024,10,9684.6,2324.3,7360.3,6845.08,515.22072,UPI
SAL0001282,1/24/2022,PROD00168,CUST00304,STR014,4,42910.28,5578.34,37331.94,32852.11,4479.833232,UPI
SAL0002403,1/24/2022,PROD00003,CUST01641,STR029,4,7397.48,1849.37,5548.11,4826.86,721.2543,UPI
SAL0002939,1/24/2022,PROD00010,CUST02492,STR020,8,1968.56,314.97,1653.59,1174.05,479.541216,Card
SAL0006662,1/24/2022,PROD00034,CUST02035,STR021,5,478668.7,119667.18,359001.53,341051.45,17950.07625,UPI
SAL0007281,1/24/2022,PROD00143,CUST02414,STR023,10,6945.4,1180.72,5764.68,4669.39,1095.28958,UPI
SAL0008480,1/24/2022,PROD00066,CUST02523,STR039,3,267514.89,50827.83,216687.06,151680.94,65006.11827,UPI
SAL0009584,1/24/2022,PROD00092,CUST00327,STR029,8,4436,354.88,4081.12,3509.76,571.3568,UPI
SAL0001276,1/25/2022,PROD00136,CUST01763,STR042,8,48961.28,12240.32,36720.96,23868.62,12852.336,UPI
SAL0003034,1/25/2022,PROD00078,CUST01280,STR015,6,12370.5,989.64,11380.86,9332.31,2048.5548,UPI
SAL0005677,1/25/2022,PROD00168,CUST02632,STR046,3,32182.71,5792.89,26389.82,17417.28,8972.539548,UPI
SAL0006658,1/25/2022,PROD00086,CUST01150,STR007,2,2632.54,605.48,2027.06,1844.62,182.435022,UPI
SAL0007190,1/25/2022,PROD00048,CUST01371,STR004,1,64478,10316.48,54161.52,50370.21,3791.3064,Cash
SAL0007279,1/25/2022,PROD00026,CUST00946,STR049,9,205707.15,16456.57,189250.58,170325.52,18925.0578,Card
SAL0007701,1/25/2022,PROD00169,CUST01026,STR037,7,11922.33,1192.23,10730.1,9978.99,751.10679,Card
SAL0000150,1/26/2022,PROD00084,CUST01820,STR040,7,6985.65,908.13,6077.52,4801.24,1276.278255,UPI
SAL0002376,1/26/2022,PROD00158,CUST00551,STR019,10,182671.7,21920.6,160751.1,106095.72,54655.37264,Cash
SAL0005162,1/26/2022,PROD00134,CUST02519,STR017,9,89250.57,22312.64,66937.93,57566.62,9371.30985,UPI
SAL0006218,1/26/2022,PROD00082,CUST02926,STR004,4,6172.76,1049.37,5123.39,4303.65,819.742528,UPI
SAL0006478,1/26/2022,PROD00027,CUST01951,STR020,8,779578.48,171507.27,608071.21,413488.43,194582.7886,Card
SAL0007067,1/26/2022,PROD00140,CUST02194,STR012,8,36800.48,4784.06,32016.42,24332.48,7683.940224,Card
SAL0008222,1/26/2022,PROD00054,CUST01205,STR025,7,177645.72,35529.14,142116.58,92375.77,49740.8016,UPI
SAL0002615,1/27/2022,PROD00046,CUST00786,STR017,8,529204.08,84672.65,444531.43,337843.88,106687.5425,Cash
SAL0004031,1/27/2022,PROD00123,CUST02825,STR042,9,27510.21,1925.71,25584.5,23793.58,1790.914671,UPI
SAL0004629,1/27/2022,PROD00096,CUST00948,STR047,7,851.69,187.37,664.32,551.38,112.934094,Card
SAL0006392,1/27/2022,PROD00108,CUST02614,STR040,7,5528.67,608.15,4920.52,4477.67,442.846467,UPI
SAL0006802,1/27/2022,PROD00086,CUST00924,STR027,1,1316.27,223.77,1092.5,884.93,207.575779,UPI
SAL0007312,1/27/2022,PROD00075,CUST00640,STR041,3,330.24,56.14,274.1,205.57,68.5248,UPI
SAL0008135,1/27/2022,PROD00121,CUST00702,STR045,8,24063.04,1925.04,22138,18153.16,3984.839424,UPI
SAL0008315,1/27/2022,PROD00143,CUST00669,STR024,4,2778.16,527.85,2250.31,1755.24,495.068112,UPI
SAL0001423,1/28/2022,PROD00139,CUST01805,STR024,10,27314.9,4097.24,23217.67,19502.84,3714.8264,UPI
SAL0001426,1/28/2022,PROD00067,CUST00884,STR026,1,48659.15,11191.6,37467.55,30723.39,6744.15819,UPI
SAL0002209,1/28/2022,PROD00100,CUST01489,STR026,3,18689.34,4672.34,14017.01,11634.11,2382.89085,Cash
SAL0003986,1/28/2022,PROD00092,CUST02476,STR003,10,5545,554.5,4990.5,4241.93,748.575,UPI
SAL0005135,1/28/2022,PROD00098,CUST01369,STR009,9,6515.1,586.36,5928.74,5395.15,533.58669,Wallet
SAL0006028,1/28/2022,PROD00085,CUST02039,STR024,2,2846.42,626.21,2220.21,2020.39,199.818684,Wallet
SAL0007616,1/28/2022,PROD00116,CUST02116,STR028,7,13878.48,1942.99,11935.49,7877.43,4058.067552,UPI
SAL0006209,1/29/2022,PROD00047,CUST01812,STR028,7,518941.36,67462.38,451478.98,329579.66,121899.3255,UPI
SAL0006948,1/29/2022,PROD00142,CUST00094,STR028,5,4691.55,516.07,4175.48,3632.67,542.812335,Cash
SAL0001943,1/30/2022,PROD00050,CUST00442,STR035,8,386249.2,54074.89,332174.31,269061.19,63113.11928,Cash
SAL0002787,1/30/2022,PROD00046,CUST00077,STR033,10,661505.1,125685.97,535819.13,423297.11,112522.0175,Wallet
SAL0005369,1/30/2022,PROD00138,CUST00655,STR012,5,56651,10763.69,45887.31,38086.47,7800.8427,UPI
SAL0005419,1/30/2022,PROD00039,CUST02908,STR044,9,223787.07,29092.32,194694.75,173278.33,21416.4226,UPI
SAL0005698,1/30/2022,PROD00064,CUST01817,STR036,10,697858.7,167486.09,530372.61,355349.65,175022.962,Card
SAL0008794,1/30/2022,PROD00116,CUST00741,STR004,5,9913.2,1486.98,8426.22,8004.91,421.311,UPI
SAL0009263,1/30/2022,PROD00124,CUST01410,STR033,4,35009.92,8402.38,26607.54,17827.05,8780.487936,Card
SAL0001143,1/31/2022,PROD00110,CUST02316,STR025,10,102670.8,12320.5,90350.3,79508.27,10842.03648,UPI
SAL0001197,1/31/2022,PROD00158,CUST01595,STR010,9,164404.53,13152.36,151252.17,102851.47,48400.69363,UPI
SAL0004130,1/31/2022,PROD00006,CUST01505,STR043,5,8841,1414.56,7426.44,5866.89,1559.5524,UPI
SAL0004509,1/31/2022,PROD00120,CUST01363,STR029,7,121513.63,9721.09,111792.54,106202.91,5589.62698,UPI
SAL0004607,1/31/2022,PROD00094,CUST02731,STR009,2,2099.18,188.93,1910.25,1757.43,152.820304,Cash
SAL0005120,1/31/2022,PROD00129,CUST00784,STR018,8,70621.84,12005.71,58616.13,53926.84,4689.290176,Card
SAL0005621,1/31/2022,PROD00070,CUST01051,STR050,2,150889.82,16597.88,134291.94,103404.79,30887.14615,Card
SAL0006164,1/31/2022,PROD00113,CUST00549,STR024,10,20633.2,1444.32,19188.88,14967.32,4221.55272,Card
SAL0006681,1/31/2022,PROD00067,CUST00087,STR038,3,145977.45,27735.72,118241.73,94593.39,23648.3469,UPI
SAL0009543,1/31/2022,PROD00010,CUST01651,STR015,9,2214.63,442.93,1771.7,1417.36,354.3408,Cash
SAL0009551,1/31/2022,PROD00067,CUST01503,STR015,6,291954.9,64230.08,227724.82,195843.35,31881.47508,UPI
SAL0000085,2/1/2022,PROD00085,CUST02364,STR018,2,2846.42,227.71,2618.71,2383.02,235.683576,Card
SAL0002109,2/1/2022,PROD00154,CUST00111,STR008,5,104078.35,13530.19,90548.16,66100.16,24448.00442,Card
SAL0002558,2/1/2022,PROD00035,CUST00897,STR042,7,511698.04,76754.71,434943.33,313159.2,121784.1335,Cash
SAL0008920,2/1/2022,PROD00108,CUST00733,STR010,6,4738.86,947.77,3791.09,3032.87,758.2176,Cash
SAL0009834,2/1/2022,PROD00102,CUST02376,STR023,9,146102.13,21915.32,124186.81,113010,11176.81295,Card
SAL0000528,2/2/2022,PROD00019,CUST01288,STR010,10,17508.1,2976.38,14531.72,12497.28,2034.44122,UPI
SAL0002701,2/2/2022,PROD00011,CUST01982,STR042,4,623.04,74.76,548.28,455.07,93.206784,UPI
SAL0008356,2/2/2022,PROD00034,CUST02787,STR024,5,478668.7,95733.74,382934.96,314006.67,68928.2928,UPI
SAL0008757,2/2/2022,PROD00138,CUST01086,STR030,7,79311.4,5551.8,73759.6,69334.03,4425.57612,Card
SAL0001083,2/3/2022,PROD00065,CUST00014,STR021,3,183630.3,33053.45,150576.85,112932.63,37644.2115,Card
SAL0001637,2/3/2022,PROD00100,CUST02731,STR031,5,31148.9,7475.74,23673.16,20832.38,2840.77968,UPI
SAL0002863,2/3/2022,PROD00057,CUST01214,STR020,6,316326.96,41122.5,275204.46,236675.83,38528.62373,UPI
SAL0003117,2/3/2022,PROD00115,CUST01233,STR005,9,149555.52,26919.99,122635.53,100561.13,22074.39475,UPI
SAL0003601,2/3/2022,PROD00010,CUST01787,STR019,10,2460.7,615.18,1845.53,1550.24,295.284,Cash
SAL0006234,2/3/2022,PROD00163,CUST00193,STR022,8,30947.12,5570.48,25376.64,16494.81,8881.82344,Cash
SAL0000492,2/4/2022,PROD00031,CUST02770,STR040,4,114569.6,17185.44,97384.16,92514.95,4869.208,UPI
SAL0003237,2/4/2022,PROD00039,CUST00684,STR038,5,124326.15,8702.83,115623.32,83248.79,32374.52946,Wallet
SAL0004633,2/4/2022,PROD00010,CUST02656,STR022,7,1722.49,292.82,1429.67,1043.66,386.010009,UPI
SAL0004897,2/4/2022,PROD00013,CUST01187,STR005,6,7516.02,1277.72,6238.3,5552.08,686.212626,Cash
SAL0006860,2/4/2022,PROD00091,CUST02395,STR044,10,14071.8,2673.64,11398.16,10600.29,797.87106,UPI
SAL0007368,2/4/2022,PROD00146,CUST01620,STR042,6,7061.04,1270.99,5790.05,4574.14,1215.911088,Cash
SAL0000193,2/5/2022,PROD00007,CUST02757,STR016,9,2932.38,410.53,2521.85,1992.26,529.587828,UPI
SAL0002969,2/5/2022,PROD00154,CUST02635,STR003,8,166525.36,36635.58,129889.78,123395.29,6494.48904,UPI
SAL0006904,2/5/2022,PROD00051,CUST02558,STR027,1,60754.66,9113.2,51641.46,42862.41,8779.04837,Card
SAL0009288,2/5/2022,PROD00133,CUST01485,STR011,7,38696.42,3482.68,35213.74,29931.68,5282.06133,UPI
SAL0002864,2/6/2022,PROD00044,CUST01222,STR017,9,303177.15,45476.57,257700.58,213891.48,43809.09818,UPI
SAL0004086,2/6/2022,PROD00066,CUST01635,STR011,10,891716.3,196177.59,695538.71,646851,48687.70998,UPI
SAL0004103,2/6/2022,PROD00157,CUST00292,STR013,3,41946.27,10486.57,31459.7,20763.4,10696.29885,Cash
SAL0005541,2/6/2022,PROD00138,CUST01733,STR032,7,79311.4,7138.03,72173.37,64234.3,7939.07114,Cash
SAL0000449,2/7/2022,PROD00108,CUST00430,STR027,8,6318.48,1390.07,4928.41,3844.16,1084.251168,Cash
SAL0005252,2/7/2022,PROD00071,CUST01205,STR017,9,108259.2,10825.92,97433.28,92561.62,4871.664,Cash
SAL0005629,2/7/2022,PROD00104,CUST01720,STR043,6,68782.56,10317.38,58465.18,42679.58,15785.59752,Wallet
SAL0006469,2/7/2022,PROD00004,CUST02448,STR040,1,1549.16,139.42,1409.74,1212.37,197.362984,Cash
SAL0009973,2/7/2022,PROD00103,CUST00714,STR013,8,67216.08,8738.09,58477.99,48536.73,9941.258232,Card
SAL0002782,2/8/2022,PROD00024,CUST01348,STR048,8,761631.68,129477.39,632154.29,512044.98,120109.3159,UPI
SAL0004307,2/8/2022,PROD00135,CUST02806,STR036,4,8957.2,1254.01,7703.19,6932.87,770.3192,Card
SAL0005123,2/8/2022,PROD00010,CUST00536,STR047,8,1968.56,433.08,1535.48,1059.48,475.997808,UPI
SAL0007778,2/8/2022,PROD00088,CUST01016,STR039,8,12319.68,2956.72,9362.96,8145.77,1217.184384,Wallet
SAL0002659,2/9/2022,PROD00124,CUST01720,STR048,4,35009.92,8402.38,26607.54,22616.41,3991.13088,UPI
SAL0002910,2/9/2022,PROD00002,CUST02192,STR039,5,921.85,82.97,838.88,612.38,226.498545,Card
SAL0003114,2/9/2022,PROD00155,CUST00540,STR043,1,4277.7,299.44,3978.26,2784.78,1193.4783,Cash
SAL0004619,2/9/2022,PROD00157,CUST01332,STR011,2,27964.18,1957.49,26006.69,19765.08,6241.604976,Cash
SAL0006266,2/9/2022,PROD00116,CUST01893,STR042,4,7930.56,872.36,7058.2,4587.83,2470.36944,UPI
SAL0007049,2/9/2022,PROD00076,CUST02233,STR002,3,4115.64,946.6,3169.04,2852.14,316.90428,UPI
SAL0008815,2/9/2022,PROD00025,CUST01050,STR035,5,366469.6,87952.7,278516.9,259020.71,19496.18272,UPI
